Molecule1_KEGG,Molecule2_KEGG,Morgan_Tanimoto_Similarity
C01236,C05345,0.4866
C01236,C00354,0.4801
C01236,C00111,0.1592
C01236,C00029,0.3155
C01236,C01159,0.2534
C01236,C00197,0.2633
C01236,C00631,0.2033
C01236,C00074,0.1606
C01236,C00022,0.0565
C01236,C00345,0.6
C01236,C00199,0.3928
C01236,C00117,0.481
C01236,C00279,0.3421
C01236,C04442,0.4523
C01236,C00227,0.1061
C01236,C00010,0.2968
C01236,C00158,0.2254
C01236,C00451,0.2257
C01236,C00026,0.104
C01236,C00042,0.0751
C01236,C00122,0.0453
C01236,C00149,0.1616
C01236,C00036,0.1075
C01236,C00048,0.0367
C01236,C00003,0.2872
C01236,C00006,0.2786
C01236,C00020,0.3082
C01236,C00008,0.3047
C01236,C00002,0.3014
C01236,C00144,0.297
C01236,C00035,0.2934
C01236,C00044,0.2913
C01236,C00055,0.3273
C01236,C00112,0.321
C01236,C00063,0.3154
C01236,C00105,0.3222
C01236,C00015,0.3181
C01236,C00075,0.3134
C01236,C00130,0.3024
C01236,C00575,0.3049
C01236,C00942,0.2962
C01236,C00119,0.3969
C01236,C00166,0.0958
C01236,C00352,0.5029
C01236,C03878,0.2999
C01236,C00864,0.1411
C01236,C00155,0.0756
C01236,C00037,0.0281
C01236,C00065,0.0589
C01236,C00073,0.0806
C01236,C00049,0.0857
C01236,C00169,0.0806
C01236,C00051,0.1469
C01236,C00127,0.1607
C01236,C00004,0.2807
C01236,C00005,0.275
C01236,C00016,0.2625
C01236,C00043,0.2899
C01236,C00118,0.1944
C01236,C00315,0.0271
C01236,C01228,0.2931
C01236,C00417,0.1193
C01236,C00024,0.294
C01236,C00364,0.2917
C01236,C00459,0.2861
C01236,C00103,0.4869
C01236,C00446,0.4869
C01236,C01094,0.4868
C01236,C00116,0.041
C01236,C00093,0.2131
C01236,C00152,0.0733
C01236,C00135,0.0975
C01236,C00079,0.0694
C01236,C00123,0.0877
C01236,C00263,0.0809
C01236,C00097,0.0558
C01236,C00493,0.2474
C01236,C00077,0.0906
C01236,C02291,0.1054
C01236,C00033,0.0287
C00092,C05345,0.7644
C00092,C00354,0.733
C05345,C00354,0.95
C00092,C00111,0.1624
C05345,C00111,0.1554
C00354,C00111,0.1504
C00092,C00029,0.3575
C05345,C00029,0.3352
C00354,C00029,0.3383
C00111,C00029,0.0713
C00092,C01159,0.2301
C05345,C01159,0.2259
C00354,C01159,0.2189
C00111,C01159,0.3321
C00029,C01159,0.141
C00092,C00197,0.2292
C05345,C00197,0.222
C00354,C00197,0.2118
C00111,C00197,0.4043
C00029,C00197,0.1059
C01159,C00197,0.6352
C00092,C00631,0.1772
C05345,C00631,0.1723
C00354,C00631,0.167
C00111,C00631,0.3268
C00029,C00631,0.0982
C01159,C00631,0.668
C00197,C00631,0.4324
C00092,C00074,0.1501
C05345,C00074,0.1399
C00354,C00074,0.138
C00111,C00074,0.3069
C00029,C00074,0.0874
C01159,C00074,0.33
C00197,C00074,0.308
C00631,C00074,0.426
C00092,C00022,0.0374
C05345,C00022,0.0358
C00354,C00022,0.0341
C00111,C00022,0.1694
C00029,C00022,0.0229
C01159,C00022,0.1067
C00197,C00022,0.1576
C00631,C00022,0.1437
C00074,C00022,0.104
C00092,C00345,0.4333
C05345,C00345,0.4189
C00354,C00345,0.4033
C00111,C00345,0.2462
C00029,C00345,0.2072
C01159,C00345,0.35
C00197,C00345,0.4182
C00631,C00345,0.2893
C00074,C00345,0.2156
C00022,C00345,0.085
C00092,C00199,0.3702
C05345,C00199,0.3578
C00354,C00199,0.3444
C00111,C00199,0.31
C00029,C00199,0.1776
C01159,C00199,0.3499
C00197,C00199,0.427
C00631,C00199,0.2741
C00074,C00199,0.2226
C00022,C00199,0.0888
C00345,C00199,0.5988
C00092,C00117,0.7726
C05345,C00117,0.807
C00354,C00117,0.7667
C00111,C00117,0.1895
C00029,C00117,0.297
C01159,C00117,0.2464
C00197,C00117,0.2633
C00631,C00117,0.1879
C00074,C00117,0.1622
C00022,C00117,0.0386
C00345,C00117,0.4341
C00199,C00117,0.4213
C00092,C00279,0.3118
C05345,C00279,0.2984
C00354,C00279,0.2868
C00111,C00279,0.3786
C00029,C00279,0.1303
C01159,C00279,0.4203
C00197,C00279,0.5566
C00631,C00279,0.352
C00074,C00279,0.2791
C00022,C00279,0.099
C00345,C00279,0.5545
C00199,C00279,0.7114
C00117,C00279,0.3643
C00092,C04442,0.379
C05345,C04442,0.362
C00354,C04442,0.3491
C00111,C04442,0.2635
C00029,C04442,0.1921
C01159,C04442,0.3292
C00197,C04442,0.3875
C00631,C04442,0.2521
C00074,C04442,0.2098
C00022,C04442,0.1246
C00345,C04442,0.681
C00199,C04442,0.6361
C00117,C04442,0.3861
C00279,C04442,0.5213
C00092,C00227,0.1015
C05345,C00227,0.0994
C00354,C00227,0.0968
C00111,C00227,0.3529
C00029,C00227,0.0472
C01159,C00227,0.1992
C00197,C00227,0.2849
C00631,C00227,0.2796
C00074,C00227,0.2849
C00022,C00227,0.1443
C00345,C00227,0.1667
C00199,C00227,0.1845
C00117,C00227,0.1159
C00279,C00227,0.2376
C04442,C00227,0.1742
C00092,C00010,0.258
C05345,C00010,0.263
C00354,C00010,0.2708
C00111,C00010,0.071
C00029,C00010,0.6383
C01159,C00010,0.1464
C00197,C00010,0.1035
C00631,C00010,0.1006
C00074,C00010,0.0909
C00022,C00010,0.0218
C00345,C00010,0.1987
C00199,C00010,0.1686
C00117,C00010,0.2319
C00279,C00010,0.1254
C04442,C00010,0.186
C00227,C00010,0.0471
C00092,C00158,0.136
C05345,C00158,0.1293
C00354,C00158,0.126
C00111,C00158,0.0856
C00029,C00158,0.1128
C01159,C00158,0.1414
C00197,C00158,0.1561
C00631,C00158,0.1558
C00074,C00158,0.0901
C00022,C00158,0.1142
C00345,C00158,0.299
C00199,C00158,0.2438
C00117,C00158,0.1361
C00279,C00158,0.1858
C04442,C00158,0.2614
C00227,C00158,0.0639
C00010,C00158,0.1145
C00092,C00451,0.1317
C05345,C00451,0.1271
C00354,C00451,0.124
C00111,C00451,0.0686
C00029,C00451,0.1119
C01159,C00451,0.1493
C00197,C00451,0.1548
C00631,C00451,0.1581
C00074,C00451,0.1003
C00022,C00451,0.1092
C00345,C00451,0.3013
C00199,C00451,0.2575
C00117,C00451,0.1313
C00279,C00451,0.1766
C04442,C00451,0.2643
C00227,C00451,0.0578
C00010,C00451,0.12
C00158,C00451,0.6706
C00092,C00026,0.0641
C05345,C00026,0.0575
C00354,C00026,0.0569
C00111,C00026,0.1202
C00029,C00026,0.0531
C01159,C00026,0.1039
C00197,C00026,0.1256
C00631,C00026,0.1212
C00074,C00026,0.0913
C00022,C00026,0.375
C00345,C00026,0.1496
C00199,C00026,0.1672
C00117,C00026,0.0642
C00279,C00026,0.1198
C04442,C00026,0.2706
C00227,C00026,0.0962
C00010,C00026,0.054
C00158,C00026,0.2408
C00451,C00026,0.2362
C00092,C00042,0.0438
C05345,C00042,0.0418
C00354,C00042,0.0419
C00111,C00042,0.1103
C00029,C00042,0.027
C01159,C00042,0.0875
C00197,C00042,0.1257
C00631,C00042,0.1264
C00074,C00042,0.0884
C00022,C00042,0.3929
C00345,C00042,0.1229
C00199,C00042,0.0992
C00117,C00042,0.0486
C00279,C00042,0.1244
C04442,C00042,0.122
C00227,C00042,0.1359
C00010,C00042,0.0269
C00158,C00042,0.2019
C00451,C00042,0.1927
C00026,C00042,0.3529
C00092,C00122,0.0324
C05345,C00122,0.031
C00354,C00122,0.0295
C00111,C00122,0.0857
C00029,C00122,0.0228
C01159,C00122,0.0789
C00197,C00122,0.0879
C00631,C00122,0.0899
C00074,C00122,0.1512
C00022,C00122,0.2154
C00345,C00122,0.0594
C00199,C00122,0.0509
C00117,C00122,0.0301
C00279,C00122,0.0583
C04442,C00122,0.0573
C00227,C00122,0.1456
C00010,C00122,0.0239
C00158,C00122,0.0726
C00451,C00122,0.083
C00026,C00122,0.121
C00042,C00122,0.2143
C00092,C00149,0.0807
C05345,C00149,0.0774
C00354,C00149,0.0759
C00111,C00149,0.12
C00029,C00149,0.0509
C01159,C00149,0.1533
C00197,C00149,0.2161
C00631,C00149,0.2136
C00074,C00149,0.1204
C00022,C00149,0.2551
C00345,C00149,0.2557
C00199,C00149,0.2022
C00117,C00149,0.0885
C00279,C00149,0.2417
C04442,C00149,0.1937
C00227,C00149,0.102
C00010,C00149,0.0543
C00158,C00149,0.4183
C00451,C00149,0.3991
C00026,C00149,0.2887
C00042,C00149,0.4828
C00122,C00149,0.1404
C00092,C00036,0.0694
C05345,C00036,0.0665
C00354,C00036,0.0655
C00111,C00036,0.1379
C00029,C00036,0.0492
C01159,C00036,0.1137
C00197,C00036,0.1509
C00631,C00036,0.13
C00074,C00036,0.1091
C00022,C00036,0.4045
C00345,C00036,0.1458
C00199,C00036,0.1592
C00117,C00036,0.0728
C00279,C00036,0.1478
C04442,C00036,0.2313
C00227,C00036,0.1007
C00010,C00036,0.0504
C00158,C00036,0.2122
C00451,C00036,0.2039
C00026,C00036,0.4567
C00042,C00036,0.4719
C00122,C00036,0.1379
C00149,C00036,0.3858
C00092,C00048,0.0225
C05345,C00048,0.0215
C00354,C00048,0.0204
C00111,C00048,0.1026
C00029,C00048,0.0123
C01159,C00048,0.0688
C00197,C00048,0.1006
C00631,C00048,0.0958
C00074,C00048,0.1076
C00022,C00048,0.5556
C00345,C00048,0.0533
C00199,C00048,0.0472
C00117,C00048,0.0211
C00279,C00048,0.0656
C04442,C00048,0.0692
C00227,C00048,0.1728
C00010,C00048,0.0109
C00158,C00048,0.0755
C00451,C00048,0.0721
C00026,C00048,0.2083
C00042,C00048,0.2917
C00122,C00048,0.2857
C00149,C00048,0.1758
C00036,C00048,0.2247
C00092,C00003,0.2599
C05345,C00003,0.264
C00354,C00003,0.2701
C00111,C00003,0.0694
C00029,C00003,0.635
C01159,C00003,0.1374
C00197,C00003,0.0983
C00631,C00003,0.0937
C00074,C00003,0.088
C00022,C00003,0.0206
C00345,C00003,0.1896
C00199,C00003,0.1577
C00117,C00003,0.2344
C00279,C00003,0.1144
C04442,C00003,0.1837
C00227,C00003,0.0446
C00010,C00003,0.8287
C00158,C00003,0.1086
C00451,C00003,0.1117
C00026,C00003,0.0522
C00042,C00003,0.0242
C00122,C00003,0.0227
C00149,C00003,0.0488
C00036,C00003,0.0464
C00048,C00003,0.011
C00092,C00006,0.2507
C05345,C00006,0.2563
C00354,C00006,0.2631
C00111,C00006,0.0667
C00029,C00006,0.629
C01159,C00006,0.1376
C00197,C00006,0.0949
C00631,C00006,0.0944
C00074,C00006,0.0859
C00022,C00006,0.0195
C00345,C00006,0.1819
C00199,C00006,0.1515
C00117,C00006,0.2237
C00279,C00006,0.1095
C04442,C00006,0.1763
C00227,C00006,0.0424
C00010,C00006,0.8316
C00158,C00006,0.1055
C00451,C00006,0.1086
C00026,C00006,0.0497
C00042,C00006,0.023
C00122,C00006,0.0223
C00149,C00006,0.0463
C00036,C00006,0.0448
C00048,C00006,0.0105
C00003,C00006,0.9495
C00092,C00020,0.2832
C05345,C00020,0.2835
C00354,C00020,0.2883
C00111,C00020,0.0747
C00029,C00020,0.6075
C01159,C00020,0.1483
C00197,C00020,0.1123
C00631,C00020,0.0994
C00074,C00020,0.0899
C00022,C00020,0.0199
C00345,C00020,0.2156
C00199,C00020,0.1783
C00117,C00020,0.2615
C00279,C00020,0.1334
C04442,C00020,0.2035
C00227,C00020,0.05
C00010,C00020,0.8342
C00158,C00020,0.1075
C00451,C00020,0.1138
C00026,C00020,0.0518
C00042,C00020,0.0251
C00122,C00020,0.0216
C00149,C00020,0.0522
C00036,C00020,0.0486
C00048,C00020,0.0096
C00003,C00020,0.8434
C00006,C00020,0.8008
C00092,C00008,0.2764
C05345,C00008,0.2798
C00354,C00008,0.2845
C00111,C00008,0.0715
C00029,C00008,0.6437
C01159,C00008,0.1439
C00197,C00008,0.1084
C00631,C00008,0.096
C00074,C00008,0.0878
C00022,C00008,0.0199
C00345,C00008,0.2073
C00199,C00008,0.1735
C00117,C00008,0.2534
C00279,C00008,0.1276
C04442,C00008,0.1968
C00227,C00008,0.0479
C00010,C00008,0.8729
C00158,C00008,0.1073
C00451,C00008,0.1135
C00026,C00008,0.0522
C00042,C00008,0.0257
C00122,C00008,0.0223
C00149,C00008,0.0517
C00036,C00008,0.049
C00048,C00008,0.0091
C00003,C00008,0.8826
C00006,C00008,0.838
C00020,C00008,0.9556
C00092,C00002,0.2736
C05345,C00002,0.277
C00354,C00002,0.2826
C00111,C00002,0.0708
C00029,C00002,0.6397
C01159,C00002,0.1417
C00197,C00002,0.1069
C00631,C00002,0.0949
C00074,C00002,0.0868
C00022,C00002,0.0194
C00345,C00002,0.2038
C00199,C00002,0.1716
C00117,C00002,0.249
C00279,C00002,0.1257
C04442,C00002,0.1926
C00227,C00002,0.0468
C00010,C00002,0.8654
C00158,C00002,0.1102
C00451,C00002,0.1163
C00026,C00002,0.0519
C00042,C00002,0.026
C00122,C00002,0.0218
C00149,C00002,0.0523
C00036,C00002,0.0488
C00048,C00002,0.0089
C00003,C00002,0.8735
C00006,C00002,0.8313
C00020,C00002,0.9345
C00008,C00002,0.9779
C00092,C00144,0.2712
C05345,C00144,0.2795
C00354,C00144,0.286
C00111,C00144,0.0695
C00029,C00144,0.6219
C01159,C00144,0.1452
C00197,C00144,0.1075
C00631,C00144,0.098
C00074,C00144,0.0882
C00022,C00144,0.0187
C00345,C00144,0.204
C00199,C00144,0.1697
C00117,C00144,0.2534
C00279,C00144,0.1273
C04442,C00144,0.1908
C00227,C00144,0.0462
C00010,C00144,0.7389
C00158,C00144,0.1091
C00451,C00144,0.1169
C00026,C00144,0.048
C00042,C00144,0.0244
C00122,C00144,0.0211
C00149,C00144,0.0508
C00036,C00144,0.0465
C00048,C00144,0.009
C00003,C00144,0.7417
C00006,C00144,0.716
C00020,C00144,0.8215
C00008,C00144,0.8025
C00002,C00144,0.7946
C00092,C00035,0.2655
C05345,C00035,0.2783
C00354,C00035,0.2847
C00111,C00035,0.0669
C00029,C00035,0.6533
C01159,C00035,0.1409
C00197,C00035,0.1036
C00631,C00035,0.0945
C00074,C00035,0.0858
C00022,C00035,0.018
C00345,C00035,0.1966
C00199,C00035,0.1654
C00117,C00035,0.2462
C00279,C00035,0.1227
C04442,C00035,0.1849
C00227,C00035,0.0445
C00010,C00035,0.7705
C00158,C00035,0.1086
C00451,C00035,0.1161
C00026,C00035,0.0478
C00042,C00035,0.0244
C00122,C00035,0.0219
C00149,C00035,0.0498
C00036,C00035,0.0465
C00048,C00035,0.0087
C00003,C00035,0.7736
C00006,C00035,0.7466
C00020,C00035,0.7981
C00008,C00035,0.8377
C00002,C00035,0.8292
C00144,C00035,0.9628
C00092,C00044,0.2628
C05345,C00044,0.2755
C00354,C00044,0.2818
C00111,C00044,0.0666
C00029,C00044,0.6488
C01159,C00044,0.1393
C00197,C00044,0.1026
C00631,C00044,0.0937
C00074,C00044,0.0852
C00022,C00044,0.0177
C00345,C00044,0.1941
C00199,C00044,0.1634
C00117,C00044,0.2429
C00279,C00044,0.1214
C04442,C00044,0.1817
C00227,C00044,0.0437
C00010,C00044,0.7693
C00158,C00044,0.11
C00451,C00044,0.1175
C00026,C00044,0.0478
C00042,C00044,0.0247
C00122,C00044,0.0215
C00149,C00044,0.0505
C00036,C00044,0.0465
C00048,C00044,0.0085
C00003,C00044,0.7688
C00006,C00044,0.7434
C00020,C00044,0.7872
C00008,C00044,0.8262
C00002,C00044,0.8461
C00144,C00044,0.9455
C00035,C00044,0.9821
C00092,C00055,0.3151
C05345,C00055,0.3186
C00354,C00055,0.3225
C00111,C00055,0.0814
C00029,C00055,0.7268
C01159,C00055,0.1624
C00197,C00055,0.1282
C00631,C00055,0.113
C00074,C00055,0.0966
C00022,C00055,0.0232
C00345,C00055,0.24
C00199,C00055,0.2067
C00117,C00055,0.3037
C00279,C00055,0.1585
C04442,C00055,0.2179
C00227,C00055,0.0539
C00010,C00055,0.599
C00158,C00055,0.1134
C00451,C00055,0.1165
C00026,C00055,0.0539
C00042,C00055,0.0313
C00122,C00055,0.023
C00149,C00055,0.0596
C00036,C00055,0.0553
C00048,C00055,0.0111
C00003,C00055,0.6052
C00006,C00055,0.5892
C00020,C00055,0.6709
C00008,C00055,0.6527
C00002,C00055,0.6433
C00144,C00055,0.6259
C00035,C00055,0.6095
C00044,C00055,0.6007
C00092,C00112,0.3045
C05345,C00112,0.3115
C00354,C00112,0.3152
C00111,C00112,0.0766
C00029,C00112,0.7764
C01159,C00112,0.1543
C00197,C00112,0.1207
C00631,C00112,0.1064
C00074,C00112,0.0931
C00022,C00112,0.0218
C00345,C00112,0.2273
C00199,C00112,0.1991
C00117,C00112,0.2898
C00279,C00112,0.1501
C04442,C00112,0.2076
C00227,C00112,0.0508
C00010,C00112,0.6419
C00158,C00112,0.113
C00451,C00112,0.1149
C00026,C00112,0.0537
C00042,C00112,0.0304
C00122,C00112,0.0236
C00149,C00112,0.0571
C00036,C00112,0.053
C00048,C00112,0.0105
C00003,C00112,0.6486
C00006,C00112,0.6308
C00020,C00112,0.6603
C00008,C00112,0.7006
C00002,C00112,0.6903
C00144,C00112,0.621
C00035,C00112,0.6547
C00044,C00112,0.6452
C00055,C00112,0.9396
C00092,C00063,0.2993
C05345,C00063,0.305
C00354,C00063,0.3087
C00111,C00063,0.075
C00029,C00063,0.7652
C01159,C00063,0.1503
C00197,C00063,0.1176
C00631,C00063,0.1039
C00074,C00063,0.092
C00022,C00063,0.021
C00345,C00063,0.2209
C00199,C00063,0.1946
C00117,C00063,0.2814
C00279,C00063,0.1461
C04442,C00063,0.2019
C00227,C00063,0.049
C00010,C00063,0.648
C00158,C00063,0.1142
C00451,C00063,0.117
C00026,C00063,0.0528
C00042,C00063,0.0303
C00122,C00063,0.0237
C00149,C00063,0.0571
C00036,C00063,0.0522
C00048,C00063,0.0101
C00003,C00063,0.6524
C00006,C00063,0.6358
C00020,C00063,0.6582
C00008,C00063,0.6978
C00002,C00063,0.7179
C00144,C00063,0.6219
C00035,C00063,0.6551
C00044,C00063,0.6714
C00055,C00063,0.9074
C00112,C00063,0.9657
C00092,C00105,0.3209
C05345,C00105,0.3256
C00354,C00105,0.327
C00111,C00105,0.0838
C00029,C00105,0.8054
C01159,C00105,0.1618
C00197,C00105,0.1286
C00631,C00105,0.1122
C00074,C00105,0.0969
C00022,C00105,0.0232
C00345,C00105,0.2371
C00199,C00105,0.2073
C00117,C00105,0.3084
C00279,C00105,0.1566
C04442,C00105,0.2197
C00227,C00105,0.0573
C00010,C00105,0.5851
C00158,C00105,0.1158
C00451,C00105,0.1158
C00026,C00105,0.0551
C00042,C00105,0.0314
C00122,C00105,0.0241
C00149,C00105,0.0587
C00036,C00105,0.0513
C00048,C00105,0.0132
C00003,C00105,0.5803
C00006,C00105,0.5685
C00020,C00105,0.6452
C00008,C00105,0.6257
C00002,C00105,0.6181
C00144,C00105,0.6469
C00035,C00105,0.6284
C00044,C00105,0.6203
C00055,C00105,0.8656
C00112,C00105,0.8248
C00063,C00105,0.8044
C00092,C00015,0.3097
C05345,C00015,0.3178
C00354,C00015,0.3192
C00111,C00015,0.0788
C00029,C00015,0.8582
C01159,C00015,0.1545
C00197,C00015,0.122
C00631,C00015,0.1066
C00074,C00015,0.0932
C00022,C00015,0.0228
C00345,C00015,0.2266
C00199,C00015,0.1994
C00117,C00015,0.2938
C00279,C00015,0.1483
C04442,C00015,0.2102
C00227,C00015,0.0538
C00010,C00015,0.6284
C00158,C00015,0.1152
C00451,C00015,0.1151
C00026,C00015,0.0557
C00042,C00015,0.0314
C00122,C00015,0.0246
C00149,C00015,0.0572
C00036,C00015,0.0512
C00048,C00015,0.0124
C00003,C00015,0.6237
C00006,C00015,0.6103
C00020,C00015,0.634
C00008,C00015,0.6737
C00002,C00015,0.6652
C00144,C00015,0.6407
C00035,C00015,0.6749
C00044,C00015,0.6662
C00055,C00015,0.8257
C00112,C00015,0.8826
C00063,C00015,0.8605
C00105,C00015,0.9385
C00092,C00075,0.3028
C05345,C00075,0.3108
C00354,C00075,0.3133
C00111,C00075,0.0773
C00029,C00075,0.8407
C01159,C00075,0.151
C00197,C00075,0.1192
C00631,C00075,0.1044
C00074,C00075,0.0924
C00022,C00075,0.0221
C00345,C00075,0.2208
C00199,C00075,0.1955
C00117,C00075,0.285
C00279,C00075,0.1447
C04442,C00075,0.2049
C00227,C00075,0.0522
C00010,C00075,0.6326
C00158,C00075,0.1166
C00451,C00075,0.1175
C00026,C00075,0.055
C00042,C00075,0.0314
C00122,C00075,0.0247
C00149,C00075,0.0573
C00036,C00075,0.0505
C00048,C00075,0.012
C00003,C00075,0.6269
C00006,C00075,0.6146
C00020,C00075,0.6313
C00008,C00075,0.6703
C00002,C00075,0.6902
C00144,C00075,0.6404
C00035,C00075,0.6741
C00044,C00075,0.6905
C00055,C00075,0.8026
C00112,C00075,0.8579
C00063,C00075,0.8904
C00105,C00075,0.9088
C00015,C00075,0.9684
C00092,C00130,0.2826
C05345,C00130,0.2881
C00354,C00130,0.2919
C00111,C00130,0.0739
C00029,C00130,0.6329
C01159,C00130,0.1485
C00197,C00130,0.1125
C00631,C00130,0.0996
C00074,C00130,0.0892
C00022,C00130,0.0191
C00345,C00130,0.2118
C00199,C00130,0.1786
C00117,C00130,0.263
C00279,C00130,0.1346
C04442,C00130,0.1988
C00227,C00130,0.0483
C00010,C00130,0.7424
C00158,C00130,0.1086
C00451,C00130,0.1131
C00026,C00130,0.0492
C00042,C00130,0.0243
C00122,C00130,0.0225
C00149,C00130,0.0514
C00036,C00130,0.046
C00048,C00130,0.0096
C00003,C00130,0.7392
C00006,C00130,0.7118
C00020,C00130,0.8403
C00008,C00130,0.8129
C00002,C00130,0.8017
C00144,C00130,0.9383
C00035,C00130,0.9033
C00044,C00130,0.8872
C00055,C00130,0.6333
C00112,C00130,0.623
C00063,C00130,0.6216
C00105,C00130,0.6802
C00015,C00130,0.6636
C00075,C00130,0.6592
C00092,C00575,0.2771
C05345,C00575,0.2766
C00354,C00575,0.2831
C00111,C00575,0.075
C00029,C00575,0.6139
C01159,C00575,0.1523
C00197,C00575,0.1094
C00631,C00575,0.1052
C00074,C00575,0.0927
C00022,C00575,0.0219
C00345,C00575,0.2092
C00199,C00575,0.1751
C00117,C00575,0.2496
C00279,C00575,0.13
C04442,C00575,0.196
C00227,C00575,0.0501
C00010,C00575,0.8641
C00158,C00575,0.1066
C00451,C00575,0.1127
C00026,C00575,0.0526
C00042,C00575,0.0259
C00122,C00575,0.0234
C00149,C00575,0.053
C00036,C00575,0.0504
C00048,C00575,0.0106
C00003,C00575,0.8168
C00006,C00575,0.8101
C00020,C00575,0.933
C00008,C00575,0.9002
C00002,C00575,0.8859
C00144,C00575,0.7855
C00035,C00575,0.7694
C00044,C00575,0.7619
C00055,C00575,0.6485
C00112,C00575,0.6439
C00063,C00575,0.6457
C00105,C00575,0.6304
C00015,C00575,0.6248
C00075,C00575,0.6236
C00130,C00575,0.8005
C00092,C00942,0.2669
C05345,C00942,0.272
C00354,C00942,0.2801
C00111,C00942,0.0702
C00029,C00942,0.6231
C01159,C00942,0.1496
C00197,C00942,0.1053
C00631,C00942,0.1039
C00074,C00942,0.0912
C00022,C00942,0.0207
C00345,C00942,0.1992
C00199,C00942,0.1677
C00117,C00942,0.2433
C00279,C00942,0.1249
C04442,C00942,0.185
C00227,C00942,0.0467
C00010,C00942,0.7699
C00158,C00942,0.1077
C00451,C00942,0.116
C00026,C00942,0.0491
C00042,C00942,0.0253
C00122,C00942,0.023
C00149,C00942,0.0518
C00036,C00942,0.0494
C00048,C00942,0.01
C00003,C00942,0.7289
C00006,C00942,0.7307
C00020,C00942,0.7826
C00008,C00942,0.7708
C00002,C00942,0.7662
C00144,C00942,0.9397
C00035,C00942,0.9124
C00044,C00942,0.8998
C00055,C00942,0.6086
C00112,C00942,0.6088
C00063,C00942,0.6121
C00105,C00942,0.6261
C00015,C00942,0.6253
C00075,C00942,0.6264
C00130,C00942,0.8817
C00575,C00942,0.8426
C00092,C00119,0.53
C05345,C00119,0.563
C00354,C00119,0.5461
C00111,C00119,0.1234
C00029,C00119,0.4943
C01159,C00119,0.1812
C00197,C00119,0.1733
C00631,C00119,0.1351
C00074,C00119,0.1168
C00022,C00119,0.0336
C00345,C00119,0.3074
C00199,C00119,0.2931
C00117,C00119,0.6033
C00279,C00119,0.2382
C04442,C00119,0.2806
C00227,C00119,0.0737
C00010,C00119,0.349
C00158,C00119,0.1267
C00451,C00119,0.1189
C00026,C00119,0.0617
C00042,C00119,0.0366
C00122,C00119,0.0235
C00149,C00119,0.0657
C00036,C00119,0.0639
C00048,C00119,0.0161
C00003,C00119,0.3545
C00006,C00119,0.3448
C00020,C00119,0.3303
C00008,C00119,0.3695
C00002,C00119,0.3651
C00144,C00119,0.3321
C00035,C00119,0.3654
C00044,C00119,0.3623
C00055,C00119,0.3497
C00112,C00119,0.402
C00063,C00119,0.3932
C00105,C00119,0.3541
C00015,C00119,0.4063
C00075,C00119,0.3972
C00130,C00119,0.3338
C00575,C00119,0.3251
C00942,C00119,0.3271
C00092,C00166,0.0724
C05345,C00166,0.0771
C00354,C00166,0.0758
C00111,C00166,0.117
C00029,C00166,0.0895
C01159,C00166,0.1195
C00197,C00166,0.125
C00631,C00166,0.129
C00074,C00166,0.1068
C00022,C00166,0.1925
C00345,C00166,0.0977
C00199,C00166,0.0934
C00117,C00166,0.0673
C00279,C00166,0.097
C04442,C00166,0.1253
C00227,C00166,0.0917
C00010,C00166,0.0881
C00158,C00166,0.1064
C00451,C00166,0.1035
C00026,C00166,0.1504
C00042,C00166,0.1063
C00122,C00166,0.0748
C00149,C00166,0.1184
C00036,C00166,0.1597
C00048,C00166,0.107
C00003,C00166,0.0952
C00006,C00166,0.0965
C00020,C00166,0.0822
C00008,C00166,0.0839
C00002,C00166,0.0847
C00144,C00166,0.0843
C00035,C00166,0.0854
C00044,C00166,0.0863
C00055,C00166,0.0856
C00112,C00166,0.0856
C00063,C00166,0.0857
C00105,C00166,0.0858
C00015,C00166,0.0867
C00075,C00166,0.087
C00130,C00166,0.0859
C00575,C00166,0.0862
C00942,C00166,0.0874
C00119,C00166,0.0785
C00092,C00352,0.7023
C05345,C00352,0.5737
C00354,C00352,0.555
C00111,C00352,0.1373
C00029,C00352,0.3524
C01159,C00352,0.209
C00197,C00352,0.1952
C00631,C00352,0.1609
C00074,C00352,0.1382
C00022,C00352,0.0324
C00345,C00352,0.3678
C00199,C00352,0.3226
C00117,C00352,0.5657
C00279,C00352,0.2647
C04442,C00352,0.328
C00227,C00352,0.0851
C00010,C00352,0.2878
C00158,C00352,0.1271
C00451,C00352,0.1319
C00026,C00352,0.0639
C00042,C00352,0.0376
C00122,C00352,0.0284
C00149,C00352,0.074
C00036,C00352,0.0628
C00048,C00352,0.0183
C00003,C00352,0.282
C00006,C00352,0.2797
C00020,C00352,0.2955
C00008,C00352,0.2935
C00002,C00352,0.2886
C00144,C00352,0.2892
C00035,C00352,0.285
C00044,C00352,0.2813
C00055,C00352,0.3191
C00112,C00352,0.3134
C00063,C00352,0.3072
C00105,C00352,0.32
C00015,C00352,0.315
C00075,C00352,0.3084
C00130,C00352,0.296
C00575,C00352,0.2968
C00942,C00352,0.2933
C00119,C00352,0.4501
C00166,C00352,0.0726
C00092,C03878,0.3917
C05345,C03878,0.3239
C00354,C03878,0.3191
C00111,C03878,0.0556
C00029,C03878,0.3025
C01159,C03878,0.1084
C00197,C03878,0.0768
C00631,C03878,0.1
C00074,C03878,0.0816
C00022,C03878,0.0339
C00345,C03878,0.1805
C00199,C03878,0.1582
C00117,C03878,0.2886
