Molecule1_KEGG,Molecule2_KEGG,USRCAT_Score
C00033,C02291,0.1244
C01236,C00092,0.563
C01236,C05345,0.6366
C01236,C00354,0.322
C01236,C00111,0.3567
C01236,C00029,0.0624
C01236,C01159,0.461
C01236,C00197,0.3848
C01236,C00631,0.2975
C01236,C00074,0.2279
C01236,C00022,0.1679
C01236,C00345,0.3754
C01236,C00199,0.4354
C01236,C00117,0.6219
C01236,C00279,0.4199
C01236,C04442,0.2622
C01236,C00227,0.1873
C01236,C00010,0.0748
C01236,C00158,0.2574
C01236,C00451,0.2675
C01236,C00026,0.2778
C01236,C00042,0.2429
C01236,C00122,0.2366
C01236,C00149,0.2413
C01236,C00036,0.2493
C01236,C00048,0.1988
C01236,C00003,0.0608
C01236,C00006,0.0592
C01236,C00020,0.1567
C01236,C00008,0.1178
C01236,C00002,0.0933
C01236,C00144,0.1604
C01236,C00035,0.1212
C01236,C00044,0.0944
C01236,C00055,0.1317
C01236,C00112,0.0999
C01236,C00063,0.0798
C01236,C00105,0.1278
C01236,C00015,0.0992
C01236,C00075,0.0793
C01236,C00130,0.2347
C01236,C00575,0.191
C01236,C00942,0.1993
C01236,C00119,0.2361
C01236,C00166,0.1402
C01236,C00352,0.7561
C01236,C03878,0.2397
C01236,C00864,0.1973
C01236,C00155,0.2107
C01236,C00037,0.2062
C01236,C00065,0.2467
C01236,C00073,0.2007
C01236,C00049,0.2435
C01236,C00169,0.2465
C01236,C00051,0.1456
C01236,C00127,0.1236
C01236,C00004,0.0657
C01236,C00005,0.0616
C01236,C00016,0.0533
C01236,C00043,0.073
C01236,C00118,0.3064
C01236,C00315,0.1894
C01236,C01228,0.1748
C01236,C00417,0.2518
C01236,C00024,0.0639
C01236,C00364,0.1191
C01236,C00459,0.0744
C01236,C00103,0.5438
C01236,C00446,0.5542
C01236,C01094,0.533
C01236,C00116,0.198
C01236,C00093,0.3477
C01236,C00152,0.2412
C01236,C00135,0.1964
C01236,C00079,0.154
C01236,C00123,0.1833
C01236,C00263,0.2448
C01236,C00097,0.2005
C01236,C00493,0.2349
C01236,C00077,0.2755
C01236,C02291,0.2397
C01236,C00033,0.1587
C00092,C05345,0.6221
C00092,C00354,0.3284
C05345,C00354,0.3775
C00092,C00111,0.388
C05345,C00111,0.3619
C00354,C00111,0.2478
C00092,C00029,0.0634
C05345,C00029,0.0637
C00354,C00029,0.0699
C00111,C00029,0.0594
C00092,C01159,0.4668
C05345,C01159,0.4059
C00354,C01159,0.2522
C00111,C01159,0.429
C00029,C01159,0.0599
C00092,C00197,0.4094
C05345,C00197,0.3626
C00354,C00197,0.233
C00111,C00197,0.4429
C00029,C00197,0.0588
C01159,C00197,0.5104
C00092,C00631,0.2918
C05345,C00631,0.279
C00354,C00631,0.195
C00111,C00631,0.3481
C00029,C00631,0.0557
C01159,C00631,0.3466
C00197,C00631,0.3871
C00092,C00074,0.2391
C05345,C00074,0.2184
C00354,C00074,0.1635
C00111,C00074,0.2777
C00029,C00074,0.0592
C01159,C00074,0.2826
C00197,C00074,0.3302
C00631,C00074,0.3029
C00092,C00022,0.1635
C05345,C00022,0.1624
C00354,C00022,0.1297
C00111,C00022,0.1845
C00029,C00022,0.0516
C01159,C00022,0.1908
C00197,C00022,0.2056
C00631,C00022,0.2408
C00074,C00022,0.2394
C00092,C00345,0.4394
C05345,C00345,0.4496
C00354,C00345,0.429
C00111,C00345,0.3138
C00029,C00345,0.0664
C01159,C00345,0.315
C00197,C00345,0.2826
C00631,C00345,0.2291
C00074,C00345,0.1885
C00022,C00345,0.145
C00092,C00199,0.4576
C05345,C00199,0.5416
C00354,C00199,0.3768
C00111,C00199,0.3567
C00029,C00199,0.0645
C01159,C00199,0.3845
C00197,C00199,0.3415
C00631,C00199,0.2568
C00074,C00199,0.2094
C00022,C00199,0.1583
C00345,C00199,0.5041
C00092,C00117,0.4693
C05345,C00117,0.5685
C00354,C00117,0.3103
C00111,C00117,0.3867
C00029,C00117,0.0611
C01159,C00117,0.4808
C00197,C00117,0.414
C00631,C00117,0.3126
C00074,C00117,0.2372
C00022,C00117,0.1739
C00345,C00117,0.3467
C00199,C00117,0.435
C00092,C00279,0.3963
C05345,C00279,0.3849
C00354,C00279,0.2414
C00111,C00279,0.3952
C00029,C00279,0.059
C01159,C00279,0.4986
C00197,C00279,0.4938
C00631,C00279,0.3848
C00074,C00279,0.2774
C00022,C00279,0.2016
C00345,C00279,0.3006
C00199,C00279,0.3649
C00117,C00279,0.4509
C00092,C04442,0.2594
C05345,C04442,0.2638
C00354,C04442,0.2711
C00111,C04442,0.1995
C00029,C04442,0.0697
C01159,C04442,0.2228
C00197,C04442,0.2022
C00631,C04442,0.1685
C00074,C04442,0.2012
C00022,C04442,0.1431
C00345,C04442,0.301
C00199,C04442,0.2732
C00117,C04442,0.2382
C00279,C04442,0.2034
C00092,C00227,0.186
C05345,C00227,0.1769
C00354,C00227,0.1388
C00111,C00227,0.2078
C00029,C00227,0.0547
C01159,C00227,0.2164
C00197,C00227,0.2445
C00631,C00227,0.2847
C00074,C00227,0.344
C00022,C00227,0.2828
C00345,C00227,0.1571
C00199,C00227,0.1706
C00117,C00227,0.1909
C00279,C00227,0.2159
C04442,C00227,0.1572
C00092,C00010,0.0776
C05345,C00010,0.0772
C00354,C00010,0.0872
C00111,C00010,0.0745
C00029,C00010,0.0953
C01159,C00010,0.0724
C00197,C00010,0.0699
C00631,C00010,0.0668
C00074,C00010,0.0714
C00022,C00010,0.0614
C00345,C00010,0.0848
C00199,C00010,0.0787
C00117,C00010,0.0739
C00279,C00010,0.0713
C04442,C00010,0.0904
C00227,C00010,0.0648
C00092,C00158,0.2453
C05345,C00158,0.2468
C00354,C00158,0.1773
C00111,C00158,0.2687
C00029,C00158,0.059
C01159,C00158,0.2952
C00197,C00158,0.359
C00631,C00158,0.2918
C00074,C00158,0.3869
C00022,C00158,0.2209
C00345,C00158,0.196
C00199,C00158,0.2299
C00117,C00158,0.2663
C00279,C00158,0.2932
C04442,C00158,0.2117
C00227,C00158,0.2522
C00010,C00158,0.073
C00092,C00451,0.2649
C05345,C00451,0.248
C00354,C00451,0.1782
C00111,C00451,0.2765
C00029,C00451,0.0591
C01159,C00451,0.3445
C00197,C00451,0.3484
C00631,C00451,0.2887
C00074,C00451,0.3701
C00022,C00451,0.2087
C00345,C00451,0.2084
C00199,C00451,0.2355
C00117,C00451,0.2796
C00279,C00451,0.3193
C04442,C00451,0.2118
C00227,C00451,0.2402
C00010,C00451,0.0738
C00158,C00451,0.4449
C00092,C00026,0.2746
C05345,C00026,0.259
C00354,C00026,0.185
C00111,C00026,0.2813
C00029,C00026,0.0596
C01159,C00026,0.302
C00197,C00026,0.3337
C00631,C00026,0.2725
C00074,C00026,0.3295
C00022,C00026,0.2045
C00345,C00026,0.2204
C00199,C00026,0.238
C00117,C00026,0.2735
C00279,C00026,0.2915
C04442,C00026,0.2191
C00227,C00026,0.2368
C00010,C00026,0.0747
C00158,C00026,0.3659
C00451,C00026,0.5181
C00092,C00042,0.2334
C05345,C00042,0.232
C00354,C00042,0.1708
C00111,C00042,0.2784
C00029,C00042,0.0572
C01159,C00042,0.2869
C00197,C00042,0.3256
C00631,C00042,0.3013
C00074,C00042,0.3728
C00022,C00042,0.2592
C00345,C00042,0.1982
C00199,C00042,0.2242
C00117,C00042,0.2567
C00279,C00042,0.2976
C04442,C00042,0.1919
C00227,C00042,0.2604
C00010,C00042,0.0703
C00158,C00042,0.3904
C00451,C00042,0.4403
C00026,C00042,0.437
C00092,C00122,0.2276
C05345,C00122,0.2263
C00354,C00122,0.1677
C00111,C00122,0.2702
C00029,C00122,0.0568
C01159,C00122,0.2783
C00197,C00122,0.3145
C00631,C00122,0.3007
C00074,C00122,0.3585
C00022,C00122,0.2521
C00345,C00122,0.1972
C00199,C00122,0.2188
C00117,C00122,0.2497
C00279,C00122,0.2883
C04442,C00122,0.1881
C00227,C00122,0.2533
C00010,C00122,0.0708
C00158,C00122,0.3748
C00451,C00122,0.4203
C00026,C00122,0.4172
C00042,C00122,0.9013
C00092,C00149,0.2523
C05345,C00149,0.2289
C00354,C00149,0.1691
C00111,C00149,0.2902
C00029,C00149,0.0578
C01159,C00149,0.3066
C00197,C00149,0.3401
C00631,C00149,0.3375
C00074,C00149,0.5032
C00022,C00149,0.2478
C00345,C00149,0.1957
C00199,C00149,0.2184
C00117,C00149,0.2492
C00279,C00149,0.306
C04442,C00149,0.1897
C00227,C00149,0.3106
C00010,C00149,0.0694
C00158,C00149,0.3965
C00451,C00149,0.3998
C00026,C00149,0.3533
C00042,C00149,0.4148
C00122,C00149,0.3971
C00092,C00036,0.2486
C05345,C00036,0.2312
C00354,C00036,0.1703
C00111,C00036,0.283
C00029,C00036,0.058
C01159,C00036,0.3006
C00197,C00036,0.3421
C00631,C00036,0.3287
C00074,C00036,0.4648
C00022,C00036,0.256
C00345,C00036,0.1986
C00199,C00036,0.2204
C00117,C00036,0.2557
C00279,C00036,0.2944
C04442,C00036,0.1984
C00227,C00036,0.3139
C00010,C00036,0.0697
C00158,C00036,0.3841
C00451,C00036,0.4142
C00026,C00036,0.4218
C00042,C00036,0.526
C00122,C00036,0.4977
C00149,C00036,0.6385
C00092,C00048,0.1926
C05345,C00048,0.1911
C00354,C00048,0.1474
C00111,C00048,0.2267
C00029,C00048,0.0511
C01159,C00048,0.2282
C00197,C00048,0.2505
C00631,C00048,0.3132
C00074,C00048,0.2225
C00022,C00048,0.3932
C00345,C00048,0.1674
C00199,C00048,0.1855
C00117,C00048,0.2072
C00279,C00048,0.247
C04442,C00048,0.1352
C00227,C00048,0.2894
C00010,C00048,0.0599
C00158,C00048,0.2085
C00451,C00048,0.2096
C00026,C00048,0.2096
C00042,C00048,0.2658
C00122,C00048,0.2584
C00149,C00048,0.25
C00036,C00048,0.2566
C00092,C00003,0.0615
C05345,C00003,0.0614
C00354,C00003,0.0672
C00111,C00003,0.057
C00029,C00003,0.1493
C01159,C00003,0.058
C00197,C00003,0.0572
C00631,C00003,0.0544
C00074,C00003,0.0571
C00022,C00003,0.0497
C00345,C00003,0.0636
C00199,C00003,0.0616
C00117,C00003,0.0589
C00279,C00003,0.0572
C04442,C00003,0.0664
C00227,C00003,0.0537
C00010,C00003,0.109
C00158,C00003,0.0576
C00451,C00003,0.0582
C00026,C00003,0.0594
C00042,C00003,0.0558
C00122,C00003,0.0555
C00149,C00003,0.056
C00036,C00003,0.0563
C00048,C00003,0.0497
C00092,C00006,0.0594
C05345,C00006,0.0593
C00354,C00006,0.0645
C00111,C00006,0.0551
C00029,C00006,0.1714
C01159,C00006,0.0566
C00197,C00006,0.0554
C00631,C00006,0.053
C00074,C00006,0.0551
C00022,C00006,0.0485
C00345,C00006,0.0612
C00199,C00006,0.0594
C00117,C00006,0.0575
C00279,C00006,0.0553
C04442,C00006,0.0647
C00227,C00006,0.0522
C00010,C00006,0.1028
C00158,C00006,0.0559
C00451,C00006,0.0569
C00026,C00006,0.0577
C00042,C00006,0.0543
C00122,C00006,0.054
C00149,C00006,0.0542
C00036,C00006,0.0548
C00048,C00006,0.0485
C00003,C00006,0.3372
C00092,C00020,0.1561
C05345,C00020,0.1625
C00354,C00020,0.202
C00111,C00020,0.1408
C00029,C00020,0.0772
C01159,C00020,0.1401
C00197,C00020,0.1296
C00631,C00020,0.1165
C00074,C00020,0.1049
C00022,C00020,0.0914
C00345,C00020,0.1809
C00199,C00020,0.1673
C00117,C00020,0.152
C00279,C00020,0.133
C04442,C00020,0.156
C00227,C00020,0.0957
C00010,C00020,0.1151
C00158,C00020,0.1095
C00451,C00020,0.1135
C00026,C00020,0.1159
C00042,C00020,0.1099
C00122,C00020,0.1086
C00149,C00020,0.1073
C00036,C00020,0.1096
C00048,C00020,0.0998
C00003,C00020,0.0828
C00006,C00020,0.08
C00092,C00008,0.1185
C05345,C00008,0.121
C00354,C00008,0.1475
C00111,C00008,0.1078
C00029,C00008,0.0885
C01159,C00008,0.109
C00197,C00008,0.1028
C00631,C00008,0.0943
C00074,C00008,0.0865
C00022,C00008,0.0772
C00345,C00008,0.1341
C00199,C00008,0.1248
C00117,C00008,0.1153
C00279,C00008,0.1055
C04442,C00008,0.1182
C00227,C00008,0.0803
C00010,C00008,0.1271
C00158,C00008,0.0892
C00451,C00008,0.0925
C00026,C00008,0.094
C00042,C00008,0.09
C00122,C00008,0.0892
C00149,C00008,0.088
C00036,C00008,0.0898
C00048,C00008,0.0831
C00003,C00008,0.0948
C00006,C00008,0.0924
C00020,C00008,0.2975
C00092,C00002,0.0947
C05345,C00002,0.0953
C00354,C00002,0.1111
C00111,C00002,0.0891
C00029,C00002,0.0981
C01159,C00002,0.0885
C00197,C00002,0.0845
C00631,C00002,0.079
C00074,C00002,0.0732
C00022,C00002,0.0665
C00345,C00002,0.1056
C00199,C00002,0.0976
C00117,C00002,0.0919
C00279,C00002,0.0863
C04442,C00002,0.0937
C00227,C00002,0.0688
C00010,C00002,0.1186
C00158,C00002,0.0747
C00451,C00002,0.0769
C00026,C00002,0.0786
C00042,C00002,0.0759
C00122,C00002,0.0754
C00149,C00002,0.0742
C00036,C00002,0.0756
C00048,C00002,0.0709
C00003,C00002,0.1018
C00006,C00002,0.0993
C00020,C00002,0.1836
C00008,C00002,0.3055
C00092,C00144,0.1663
C05345,C00144,0.1697
C00354,C00144,0.2181
C00111,C00144,0.1446
C00029,C00144,0.0784
C01159,C00144,0.1429
C00197,C00144,0.1357
C00631,C00144,0.1211
C00074,C00144,0.109
C00022,C00144,0.0925
C00345,C00144,0.1885
C00199,C00144,0.1715
C00117,C00144,0.1547
C00279,C00144,0.1369
C04442,C00144,0.1542
C00227,C00144,0.0979
C00010,C00144,0.1185
C00158,C00144,0.1136
C00451,C00144,0.1162
C00026,C00144,0.1194
C00042,C00144,0.1114
C00122,C00144,0.11
C00149,C00144,0.1119
C00036,C00144,0.1128
C00048,C00144,0.1011
C00003,C00144,0.0835
C00006,C00144,0.0798
C00020,C00144,0.5857
C00008,C00144,0.2701
C00002,C00144,0.1723
C00092,C00035,0.1237
C05345,C00035,0.1245
C00354,C00035,0.1529
C00111,C00035,0.109
C00029,C00035,0.0911
C01159,C00035,0.1107
C00197,C00035,0.1061
C00631,C00035,0.0969
C00074,C00035,0.089
C00022,C00035,0.0778
C00345,C00035,0.1349
C00199,C00035,0.1261
C00117,C00035,0.1157
C00279,C00035,0.1072
C04442,C00035,0.1185
C00227,C00035,0.0818
C00010,C00035,0.1327
C00158,C00035,0.0922
C00451,C00035,0.094
C00026,C00035,0.0962
C00042,C00035,0.0907
C00122,C00035,0.0898
C00149,C00035,0.0909
C00036,C00035,0.0918
C00048,C00035,0.0838
C00003,C00035,0.0983
C00006,C00035,0.0934
C00020,C00035,0.2777
C00008,C00035,0.5466
C00002,C00035,0.2703
C00144,C00035,0.294
C00092,C00044,0.0973
C05345,C00044,0.0964
C00354,C00044,0.1126
C00111,C00044,0.0901
C00029,C00044,0.1014
C01159,C00044,0.0892
C00197,C00044,0.0862
C00631,C00044,0.0797
C00074,C00044,0.0746
C00022,C00044,0.0668
C00345,C00044,0.1055
C00199,C00044,0.0982
C00117,C00044,0.0913
C00279,C00044,0.0876
C04442,C00044,0.0939
C00227,C00044,0.0694
C00010,C00044,0.121
C00158,C00044,0.0759
C00451,C00044,0.0776
C00026,C00044,0.0795
C00042,C00044,0.0762
C00122,C00044,0.0755
C00149,C00044,0.0758
C00036,C00044,0.0765
C00048,C00044,0.0712
C00003,C00044,0.107
C00006,C00044,0.1024
C00020,C00044,0.1788
C00008,C00044,0.2897
C00002,C00044,0.5903
C00144,C00044,0.1782
C00035,C00044,0.2937
C00092,C00055,0.1287
C05345,C00055,0.1359
C00354,C00055,0.159
C00111,C00055,0.1185
C00029,C00055,0.0776
C01159,C00055,0.1184
C00197,C00055,0.111
C00631,C00055,0.103
C00074,C00055,0.1086
C00022,C00055,0.0924
C00345,C00055,0.1453
C00199,C00055,0.1381
C00117,C00055,0.1294
C00279,C00055,0.1163
C04442,C00055,0.1881
C00227,C00055,0.0951
C00010,C00055,0.1263
C00158,C00055,0.1139
C00451,C00055,0.1122
C00026,C00055,0.1139
C00042,C00055,0.1092
C00122,C00055,0.1079
C00149,C00055,0.1058
C00036,C00055,0.1083
C00048,C00055,0.089
C00003,C00055,0.0805
C00006,C00055,0.0779
C00020,C00055,0.2862
C00008,C00055,0.1739
C00002,C00055,0.1278
C00144,C00055,0.2536
C00035,C00055,0.1663
C00044,C00055,0.125
C00092,C00112,0.0983
C05345,C00112,0.1026
C00354,C00112,0.1185
C00111,C00112,0.0909
C00029,C00112,0.0896
C01159,C00112,0.092
C00197,C00112,0.0878
C00631,C00112,0.0826
C00074,C00112,0.0861
C00022,C00112,0.0758
C00345,C00112,0.1095
C00199,C00112,0.104
C00117,C00112,0.0977
C00279,C00112,0.091
C04442,C00112,0.1301
C00227,C00112,0.0776
C00010,C00112,0.145
C00158,C00112,0.0895
C00451,C00112,0.0885
C00026,C00112,0.0897
C00042,C00112,0.0867
C00122,C00112,0.0859
C00149,C00112,0.0842
C00036,C00112,0.086
C00048,C00112,0.0735
C00003,C00112,0.094
C00006,C00112,0.0909
C00020,C00112,0.1886
C00008,C00112,0.243
C00002,C00112,0.1587
C00144,C00112,0.1769
C00035,C00112,0.2153
C00044,C00112,0.154
C00055,C00112,0.2643
C00092,C00063,0.0797
C05345,C00063,0.0813
C00354,C00063,0.0923
C00111,C00063,0.0749
C00029,C00063,0.1006
C01159,C00063,0.0754
C00197,C00063,0.0726
C00631,C00063,0.0689
C00074,C00063,0.0715
C00022,C00063,0.0642
C00345,C00063,0.0867
C00199,C00063,0.082
C00117,C00063,0.0788
C00279,C00063,0.0744
C04442,C00063,0.0983
C00227,C00063,0.0655
C00010,C00063,0.1333
C00158,C00063,0.0732
C00451,C00063,0.0728
C00026,C00063,0.0739
C00042,C00063,0.072
C00122,C00063,0.0714
C00149,C00063,0.0701
C00036,C00063,0.0714
C00048,C00063,0.0626
C00003,C00063,0.1037
C00006,C00063,0.1008
C00020,C00063,0.1288
C00008,C00063,0.1813
C00002,C00063,0.215
C00144,C00063,0.1239
C00035,C00063,0.1708
C00044,C00063,0.2002
C00055,C00063,0.159
C00112,C00063,0.2718
C00092,C00105,0.1269
C05345,C00105,0.131
C00354,C00105,0.153
C00111,C00105,0.118
C00029,C00105,0.0765
C01159,C00105,0.1193
C00197,C00105,0.1114
C00631,C00105,0.1043
C00074,C00105,0.109
C00022,C00105,0.093
C00345,C00105,0.1453
C00199,C00105,0.1346
C00117,C00105,0.1272
C00279,C00105,0.1175
C04442,C00105,0.1785
C00227,C00105,0.0957
C00010,C00105,0.1276
C00158,C00105,0.1128
C00451,C00105,0.1118
C00026,C00105,0.1135
C00042,C00105,0.1101
C00122,C00105,0.1095
C00149,C00105,0.1062
C00036,C00105,0.109
C00048,C00105,0.0896
C00003,C00105,0.0793
C00006,C00105,0.0767
C00020,C00105,0.2511
C00008,C00105,0.1664
C00002,C00105,0.1274
C00144,C00105,0.2325
C00035,C00105,0.1587
C00044,C00105,0.1231
C00055,C00105,0.5855
C00112,C00105,0.2533
C00063,C00105,0.159
C00092,C00015,0.0989
C05345,C00015,0.1019
C00354,C00015,0.1172
C00111,C00015,0.0914
C00029,C00015,0.0875
C01159,C00015,0.0925
C00197,C00015,0.0883
C00631,C00015,0.0836
C00074,C00015,0.0866
C00022,C00015,0.0763
C00345,C00015,0.1118
C00199,C00015,0.1033
C00117,C00015,0.0971
C00279,C00015,0.0915
C04442,C00015,0.1289
C00227,C00015,0.0782
C00010,C00015,0.1491
C00158,C00015,0.0892
C00451,C00015,0.0885
C00026,C00015,0.0904
C00042,C00015,0.0875
C00122,C00015,0.0871
C00149,C00015,0.0846
C00036,C00015,0.0867
C00048,C00015,0.074
C00003,C00015,0.0934
C00006,C00015,0.0886
C00020,C00015,0.1823
C00008,C00015,0.2265
C00002,C00015,0.1587
C00144,C00015,0.1733
C00035,C00015,0.2058
C00044,C00015,0.152
C00055,C00015,0.255
C00112,C00015,0.6569
C00063,C00015,0.2732
C00105,C00015,0.2629
C00092,C00075,0.0794
C05345,C00075,0.0808
C00354,C00075,0.0916
C00111,C00075,0.0746
C00029,C00075,0.0991
C01159,C00075,0.0751
C00197,C00075,0.0723
C00631,C00075,0.069
C00074,C00075,0.0712
C00022,C00075,0.064
C00345,C00075,0.0869
C00199,C00075,0.0815
C00117,C00075,0.0784
C00279,C00075,0.0742
C04442,C00075,0.0974
C00227,C00075,0.0653
C00010,C00075,0.1334
C00158,C00075,0.0728
C00451,C00075,0.0723
C00026,C00075,0.0736
C00042,C00075,0.0717
C00122,C00075,0.0715
C00149,C00075,0.0699
C00036,C00075,0.0711
C00048,C00075,0.0624
C00003,C00075,0.1043
C00006,C00075,0.0997
C00020,C00075,0.1269
C00008,C00075,0.1766
C00002,C00075,0.208
C00144,C00075,0.1226
C00035,C00075,0.1674
C00044,C00075,0.1919
C00055,C00075,0.1567
C00112,C00075,0.2662
C00063,C00075,0.6896
C00105,C00075,0.1603
C00015,C00075,0.2755
C00092,C00130,0.2382
C05345,C00130,0.2285
C00354,C00130,0.2006
C00111,C00130,0.1995
C00029,C00130,0.0672
C01159,C00130,0.215
C00197,C00130,0.2005
C00631,C00130,0.1843
C00074,C00130,0.1489
C00022,C00130,0.1208
C00345,C00130,0.222
C00199,C00130,0.2116
C00117,C00130,0.2161
C00279,C00130,0.2063
C04442,C00130,0.1696
C00227,C00130,0.1321
C00010,C00130,0.0915
C00158,C00130,0.1587
C00451,C00130,0.1626
C00026,C00130,0.1632
C00042,C00130,0.1489
C00122,C00130,0.1488
C00149,C00130,0.1553
C00036,C00130,0.1558
C00048,C00130,0.1357
C00003,C00130,0.0695
C00006,C00130,0.0667
C00020,C00130,0.2207
C00008,C00130,0.1475
C00002,C00130,0.114
C00144,C00130,0.2408
C00035,C00130,0.1565
C00044,C00130,0.1161
C00055,C00130,0.1698
C00112,C00130,0.119
C00063,C00130,0.0917
C00105,C00130,0.1679
C00015,C00130,0.1193
C00075,C00130,0.092
C00092,C00575,0.1911
C05345,C00575,0.2058
C00354,C00575,0.2415
C00111,C00575,0.1601
C00029,C00575,0.0798
C01159,C00575,0.1661
C00197,C00575,0.1609
C00631,C00575,0.1397
C00074,C00575,0.1252
C00022,C00575,0.1032
C00345,C00575,0.2202
C00199,C00575,0.212
C00117,C00575,0.1856
C00279,C00575,0.1628
C04442,C00575,0.1766
C00227,C00575,0.1093
C00010,C00575,0.1003
C00158,C00575,0.1331
C00451,C00575,0.1302
C00026,C00575,0.1315
C00042,C00575,0.1276
C00122,C00575,0.1259
C00149,C00575,0.1254
C00036,C00575,0.1253
C00048,C00575,0.1141
C00003,C00575,0.077
C00006,C00575,0.0732
C00020,C00575,0.246
C00008,C00575,0.1623
C00002,C00575,0.1192
C00144,C00575,0.2621
C00035,C00575,0.1695
C00044,C00575,0.121
C00055,C00575,0.1833
C00112,C00575,0.1308
C00063,C00575,0.0979
C00105,C00575,0.1766
C00015,C00575,0.1291
C00075,C00575,0.0976
C00130,C00575,0.2297
C00092,C00942,0.2092
C05345,C00942,0.2069
C00354,C00942,0.2546
C00111,C00942,0.1674
C00029,C00942,0.0747
C01159,C00942,0.1741
C00197,C00942,0.164
C00631,C00942,0.1428
C00074,C00942,0.1282
C00022,C00942,0.1033
C00345,C00942,0.2273
C00199,C00942,0.2076
C00117,C00942,0.1842
C00279,C00942,0.1646
C04442,C00942,0.1749
C00227,C00942,0.111
C00010,C00942,0.1027
C00158,C00942,0.1328
C00451,C00942,0.1357
C00026,C00942,0.137
C00042,C00942,0.1277
C00122,C00942,0.126
C00149,C00942,0.131
C00036,C00942,0.1305
C00048,C00942,0.1142
C00003,C00942,0.0776
C00006,C00942,0.0739
C00020,C00942,0.3217
C00008,C00942,0.1983
C00002,C00942,0.1381
C00144,C00942,0.3869
C00035,C00942,0.2176
C00044,C00942,0.1434
C00055,C00942,0.207
C00112,C00942,0.1455
C00063,C00942,0.1072
C00105,C00942,0.1983
C00015,C00942,0.1428
C00075,C00942,0.1065
C00130,C00942,0.3142
C00575,C00942,0.3194
C00092,C00119,0.2277
C05345,C00119,0.2531
C00354,C00119,0.3786
C00111,C00119,0.1921
C00029,C00119,0.0746
C01159,C00119,0.1959
C00197,C00119,0.1843
C00631,C00119,0.1576
C00074,C00119,0.1372
C00022,C00119,0.1151
C00345,C00119,0.2926
C00199,C00119,0.2633
C00117,C00119,0.2297
C00279,C00119,0.1913
C04442,C00119,0.2262
C00227,C00119,0.1219
C00010,C00119,0.0927
C00158,C00119,0.1486
C00451,C00119,0.1482
C00026,C00119,0.1519
C00042,C00119,0.1463
C00122,C00119,0.144
C00149,C00119,0.1379
C00036,C00119,0.1418
C00048,C00119,0.1287
C00003,C00119,0.0708
C00006,C00119,0.0689
C00020,C00119,0.2242
C00008,C00119,0.176
C00002,C00119,0.1286
C00144,C00119,0.2166
C00035,C00119,0.1733
C00044,C00119,0.1277
C00055,C00119,0.1669
C00112,C00119,0.1381
C00063,C00119,0.1043
C00105,C00119,0.1541
C00015,C00119,0.1344
C00075,C00119,0.1035
C00130,C00119,0.1625
C00575,C00119,0.2089
C00942,C00119,0.1939
C00092,C00166,0.1359
C05345,C00166,0.1365
C00354,C00166,0.1222
C00111,C00166,0.1429
C00029,C00166,0.0593
C01159,C00166,0.1462
C00197,C00166,0.1471
C00631,C00166,0.1411
C00074,C00166,0.1473
C00022,C00166,0.1675
C00345,C00166,0.1302
C00199,C00166,0.1349
C00117,C00166,0.1405
C00279,C00166,0.1483
C04442,C00166,0.1439
C00227,C00166,0.1426
C00010,C00166,0.084
C00158,C00166,0.1626
C00451,C00166,0.1575
C00026,C00166,0.1656
C00042,C00166,0.1682
C00122,C00166,0.1652
C00149,C00166,0.1478
C00036,C00166,0.1554
C00048,C00166,0.1403
C00003,C00166,0.0617
C00006,C00166,0.0597
C00020,C00166,0.1248
C00008,C00166,0.098
C00002,C00166,0.0822
C00144,C00166,0.1265
C00035,C00166,0.0989
C00044,C00166,0.0826
C00055,C00166,0.1385
C00112,C00166,0.1031
C00063,C00166,0.0827
C00105,C00166,0.1382
C00015,C00166,0.1038
C00075,C00166,0.0825
C00130,C00166,0.1756
C00575,C00166,0.1296
C00942,C00166,0.1401
C00119,C00166,0.113
C00092,C00352,0.642
C05345,C00352,0.6816
C00354,C00352,0.3246
C00111,C00352,0.3776
C00029,C00352,0.0627
C01159,C00352,0.4519
C00197,C00352,0.4064
C00631,C00352,0.3056
C00074,C00352,0.2371
C00022,C00352,0.1686
C00345,C00352,0.3885
C00199,C00352,0.4545
C00117,C00352,0.5967
C00279,C00352,0.4278
C04442,C00352,0.2504
C00227,C00352,0.1878
C00010,C00352,0.0753
C00158,C00352,0.2649
C00451,C00352,0.2672
C00026,C00352,0.277
C00042,C00352,0.2442
C00122,C00352,0.2379
C00149,C00352,0.2505
C00036,C00352,0.2503
C00048,C00352,0.1997
C00003,C00352,0.0607
C00006,C00352,0.0586
C00020,C00352,0.1526
C00008,C00352,0.1155
C00002,C00352,0.0919
C00144,C00352,0.1609
C00035,C00352,0.1209
C00044,C00352,0.0942
C00055,C00352,0.1289
C00112,C00352,0.0982
C00063,C00352,0.0788
C00105,C00352,0.1252
C00015,C00352,0.0976
C00075,C00352,0.0783
C00130,C00352,0.2351
C00575,C00352,0.193
C00942,C00352,0.2033
C00119,C00352,0.2279
C00166,C00352,0.139
C00092,C03878,0.2336
C05345,C03878,0.2394
C00354,C03878,0.1793
C00111,C03878,0.2403
C00029,C03878,0.0634
C01159,C03878,0.2537
C00197,C03878,0.2452
C00631,C03878,0.2183
C00074,C03878,0.2324
C00022,C03878,0.1617
C00345,C03878,0.2121
