Molecule1_KEGG,Molecule2_KEGG,USRCAT_Score
C01159,C00033,0.179
C00197,C00033,0.1923
C00631,C00033,0.2256
C00074,C00033,0.217
C00022,C00033,0.451
C00345,C00033,0.1381
C00199,C00033,0.1502
C00117,C00033,0.1641
C00279,C00033,0.1886
C04442,C00033,0.1283
C00227,C00033,0.2699
C00010,C00033,0.0586
C00158,C00033,0.1969
C00451,C00033,0.1927
C00026,C00033,0.1904
C00042,C00033,0.2412
C00122,C00033,0.2351
C00149,C00033,0.2353
C00036,C00033,0.2415
C00048,C00033,0.4211
C00003,C00033,0.0483
C00006,C00033,0.0471
C00020,C00033,0.0886
C00008,C00033,0.0752
C00002,C00033,0.0651
C00144,C00033,0.0896
C00035,C00033,0.0757
C00044,C00033,0.0653
C00055,C00033,0.086
C00112,C00033,0.0714
C00063,C00033,0.0611
C00105,C00033,0.0865
C00015,C00033,0.0719
C00075,C00033,0.0609
C00130,C00033,0.116
C00575,C00033,0.0996
C00942,C00033,0.0997
C00119,C00033,0.1107
C00166,C00033,0.1418
C00352,C00033,0.1593
C03878,C00033,0.1476
C00864,C00033,0.1134
C00155,C00033,0.1886
C00037,C00033,0.3756
C00065,C00033,0.2781
C00073,C00033,0.1809
C00049,C00033,0.233
C00169,C00033,0.2626
C00051,C00033,0.0915
C00127,C00033,0.0824
C00004,C00033,0.0513
C00005,C00033,0.0486
C00016,C00033,0.0444
C00043,C00033,0.0572
C00118,C00033,0.1883
C00315,C00033,0.1064
C01228,C00033,0.0978
C00417,C00033,0.1766
C00024,C00033,0.0506
C00364,C00033,0.0805
C00459,C00033,0.0575
C00103,C00033,0.1692
C00446,C00033,0.1657
C01094,C00033,0.1473
C00116,C00033,0.3394
C00093,C00033,0.1809
C00152,C00033,0.2326
C00135,C00033,0.1534
C00079,C00033,0.1431
C00123,C00033,0.2378
C00263,C00033,0.2211
C00097,C00033,0.2531
C00493,C00033,0.1783
C00077,C00033,0.1741
C02291,C00033,0.1244
C00092,C01236,0.563
C05345,C01236,0.6366
C00354,C01236,0.322
C00111,C01236,0.3567
C00029,C01236,0.0624
C01159,C01236,0.461
C00197,C01236,0.3848
C00631,C01236,0.2975
C00074,C01236,0.2279
C00022,C01236,0.1679
C00345,C01236,0.3754
C00199,C01236,0.4354
C00117,C01236,0.6219
C00279,C01236,0.4199
C04442,C01236,0.2622
C00227,C01236,0.1873
C00010,C01236,0.0748
C00158,C01236,0.2574
C00451,C01236,0.2675
C00026,C01236,0.2778
C00042,C01236,0.2429
C00122,C01236,0.2366
C00149,C01236,0.2413
C00036,C01236,0.2493
C00048,C01236,0.1988
C00003,C01236,0.0608
C00006,C01236,0.0592
C00020,C01236,0.1567
C00008,C01236,0.1178
C00002,C01236,0.0933
C00144,C01236,0.1604
C00035,C01236,0.1212
C00044,C01236,0.0944
C00055,C01236,0.1317
C00112,C01236,0.0999
C00063,C01236,0.0798
C00105,C01236,0.1278
C00015,C01236,0.0992
C00075,C01236,0.0793
C00130,C01236,0.2347
C00575,C01236,0.191
C00942,C01236,0.1993
C00119,C01236,0.2361
C00166,C01236,0.1402
C00352,C01236,0.7561
C03878,C01236,0.2397
C00864,C01236,0.1973
C00155,C01236,0.2107
C00037,C01236,0.2062
C00065,C01236,0.2467
C00073,C01236,0.2007
C00049,C01236,0.2435
C00169,C01236,0.2465
C00051,C01236,0.1456
C00127,C01236,0.1236
C00004,C01236,0.0657
C00005,C01236,0.0616
C00016,C01236,0.0533
C00043,C01236,0.073
C00118,C01236,0.3064
C00315,C01236,0.1894
C01228,C01236,0.1748
C00417,C01236,0.2518
C00024,C01236,0.0639
C00364,C01236,0.1191
C00459,C01236,0.0744
C00103,C01236,0.5438
C00446,C01236,0.5542
C01094,C01236,0.533
C00116,C01236,0.198
C00093,C01236,0.3477
C00152,C01236,0.2412
C00135,C01236,0.1964
C00079,C01236,0.154
C00123,C01236,0.1833
C00263,C01236,0.2448
C00097,C01236,0.2005
C00493,C01236,0.2349
C00077,C01236,0.2755
C02291,C01236,0.2397
C00033,C01236,0.1587
